Bid, Ask, Last
0.04648,0.0465035,0.0464902
0.04649,0.0465035,0.04649
0.04648,0.04648001,0.04648
0.04649001,0.0465,0.04649001
0.0465,0.04652,0.0465
0.04649001,0.0465,0.0465
0.04649,0.04649001,0.04649
0.046407,0.04648,0.046407
0.04642,0.04648,0.04642
0.04648,0.04649101,0.04649101
0.04648,0.04649101,0.04648
0.04648,0.04649101,0.04652998
0.04652998,0.04653,0.04652998
0.04652998,0.04653,0.04653
0.04652998,0.04653,0.04653
0.04648,0.04652997,0.04648
0.04642001,0.04652997,0.04642001
0.04642001,0.04651999,0.0465299
0.04642002,0.04651998,0.04642002
0.0464479,0.04651997,0.04651997
0.0464479,0.04652989,0.04651997
0.04644791,0.04651997,0.04644791
0.04644791,0.04651997,0.04651997
0.04644791,0.04651996,0.04644791
0.04644791,0.046449,0.046449
0.046449,0.04651996,0.046449
0.046449,0.04651996,0.04647178
0.046449,0.04652791,0.046449
0.04644791,0.0465279,0.04644791
0.04645,0.04652791,0.0465279
0.04645,0.04646888,0.04645
0.04645,0.0465279,0.04645
0.04645,0.0465279,0.0465279
0.0465279,0.04652791,0.04652791
0.04644791,0.0465279,0.04644791
0.04645,0.04652788,0.04645
0.0465279,0.04653,0.0465279
0.04645001,0.0465384,0.04645001
0.04653003,0.04653841,0.04653003
0.04654,0.04654001,0.04654
0.04654,0.04654585,0.04654
0.04654001,0.04654585,0.04654001
0.04654,0.04654001,0.04654
0.04654,0.04657492,0.04654
0.04647697,0.04650401,0.04647697
0.04647697,0.04650401,0.04647697
0.04647697,0.04654,0.04647697
0.04647697,0.04655,0.04655
0.04647699,0.04657485,0.04647699
0.04647699,0.0465748,0.04647699
0.04649,0.04657479,0.04649
0.04649,0.04657398,0.04657398
0.04647699,0.0464794,0.04657395
0.04647699,0.04657397,0.04657397
0.04647699,0.04657394,0.04647699
0.04647699,0.04657393,0.04647699
0.04647699,0.04657387,0.04657387
0.0465,0.0465738,0.0465
0.0465,0.04657381,0.04657381
0.04642,0.04645,0.04642
0.04642,0.04644,0.04644
0.04642,0.04653505,0.04642
0.04642,0.04644,0.04644
0.04642,0.04643,0.04642
0.04642,0.04644,0.04644
0.04642,0.04642999,0.04642
0.04642,0.046429,0.04642
0.04642,0.04642999,0.04642999
0.04642,0.04642999,0.04642
0.04642,0.04642999,0.04642
0.04642,0.04642999,0.04642999
0.04642,0.04642999,0.04642999
0.04642,0.04642999,0.04642
0.04657776,0.04657777,0.04657775
0.04642,0.04657774,0.04657774
0.04642,0.04657622,0.04642
0.04657622,0.04657678,0.04642
0.04647773,0.04657622,0.04647773
0.04647773,0.04655,0.04647773
0.04647774,0.04655,0.04647774
0.04648317,0.04654997,0.04647774
0.04657773,0.04657776,0.04657776
0.04657776,0.04657777,0.04657776
0.04657776,0.04657777,0.04657776
0.04657999,0.04658074,0.04658053
0.04657777,0.046578,0.046578
0.046578,0.04658074,0.046578
0.046578,0.04658426,0.046578
0.04647774,0.0465,0.0465
0.04650001,0.04659399,0.04650001
0.04650001,0.04659399,0.04650001
0.04650002,0.04659399,0.04659399
0.04659399,0.04659409,0.04659399
0.04650003,0.0466,0.0466
0.0466002,0.04660622,0.04660622
0.04660982,0.04664743,0.04660982
0.04665579,0.04665947,0.04665579
0.04665579,0.0467,0.0467
0.04650001,0.04665579,0.046578
0.04670597,0.04670598,0.04670597
0.04647775,0.04670594,0.0465
0.04670593,0.04670595,0.04670593
0.04653,0.04671572,0.04671572
0.04653,0.046588,0.04653
0.04653,0.04658505,0.04653
0.04658505,0.046588,0.04658505
0.04653,0.04658505,0.04653
0.0466,0.04671473,0.0466
0.0466,0.04660422,0.0466
0.04651546,0.04656176,0.04651546
0.04651547,0.04656175,0.04651547
0.04651547,0.04656175,0.04656175
0.04656175,0.04656176,0.04656175
0.04651547,0.04651548,0.04651547
0.04651547,0.04651548,0.04651547
0.04651547,0.04651548,0.04651548
0.04651547,0.04656174,0.04651547
0.0465,0.04651547,0.0465
0.04635857,0.04646998,0.04646998
0.04635857,0.0463586,0.0463586
0.04635857,0.0463586,0.04635857
0.04635858,0.04646998,0.04646998
0.0463589,0.04646999,0.0463589
0.0463586,0.0463589,0.0463586
0.0463589,0.04646997,0.04647371
0.04635858,0.04646997,0.04635858
0.0463589,0.04646995,0.0463589
0.0463589,0.04646994,0.0463589
0.0463589,0.04638386,0.0463589
0.0463589,0.04644669,0.04644669
0.0463589,0.04635891,0.0463589
0.04635857,0.04635858,0.04635857
0.04635858,0.0463589,0.04635858
0.04635,0.04635858,0.04635858
0.04634052,0.04635857,0.04634052
0.04631001,0.0463585,0.04631001
0.04634052,0.0463585,0.0463585
0.0463585,0.0463589,0.0463585
0.04634052,0.04635889,0.04634052
0.04634052,0.04635888,0.04634052
0.04631002,0.04631239,0.04631002
0.04631001,0.04631239,0.04631001
0.04630737,0.04631001,0.04631001
0.046301,0.04631001,0.046301
0.0463001,0.04630101,0.04630101
0.0462936,0.0463,0.0463
0.04624098,0.04625,0.04625
0.0462039,0.04624098,0.04624098
0.04620053,0.04620054,0.04620054
0.04620054,0.0462039,0.04620054
0.04620054,0.0462028,0.04620054
0.04620054,0.0462028,0.0462028
0.04620053,0.04620054,0.04620054
0.04620054,0.0462028,0.04620054
0.0462,0.04620053,0.0462
0.04617,0.04620053,0.04620053
0.04617,0.04620053,0.04620053
0.04620053,0.04620054,0.04620053
0.04617,0.0462,0.04617
0.04617,0.04620053,0.04620053
0.04620053,0.0462395,0.0462395
0.04620054,0.0462395,0.04612078
0.0461208,0.04620054,0.04620054
0.04620054,0.0462395,0.04620054
0.04620054,0.0462395,0.0462395
0.04620055,0.0462395,0.04620055
0.0462395,0.04624,0.04624
0.04620056,0.04620057,0.04620056
0.04620055,0.04624,0.04624
0.04624098,0.04625,0.04624098
0.04624098,0.04625,0.04624098
0.04624098,0.04625,0.04625
0.04629629,0.0463,0.0462936
0.04634635,0.04635888,0.04634635
0.04634635,0.0464,0.0464
0.04634635,0.04639998,0.04639998
0.04634635,0.0464,0.04634635
0.04624098,0.04629629,0.04624098
0.04625,0.04629629,0.04629629
0.04624098,0.04629629,0.04629629
0.04620055,0.04624098,0.04620055
0.04615467,0.04629629,0.04629629
0.04615468,0.0464,0.0464
0.04615467,0.04615468,0.04615468
0.04615468,0.04629629,0.04615468
0.04615468,0.04639997,0.04615468
0.04617315,0.04639997,0.04639997
0.04617315,0.04639997,0.04639997
0.046155,0.04617315,0.04617315
0.046155,0.04619623,0.04619623
0.04615502,0.046395,0.046395
0.04621648,0.04639,0.04619623
0.04615504,0.0463151,0.046394
0.04615504,0.0463,0.04615504
0.04615504,0.04629627,0.04615504
0.04615503,0.04615504,0.04615504
0.04615502,0.04629628,0.04615502
0.04616,0.04617233,0.04617233
0.04615502,0.04616,0.04615502
0.04615503,0.04629626,0.04615503
0.046155,0.04615501,0.046155
0.04615501,0.046291,0.046291
0.04615511,0.04629099,0.04615511
0.04615511,0.04618,0.04615511
0.04615501,0.04615511,0.04615501
0.046,0.046152,0.04615501
0.046,0.046145,0.04615511
0.046,0.04614997,0.046
0.046,0.04609,0.046
0.04601327,0.04601442,0.04601327
0.04601327,0.04601442,0.04601442
0.04601327,0.04601442,0.04601442
0.04616,0.04618,0.04618
0.04618,0.04619989,0.04619989
0.04601327,0.04601442,0.04601327
0.04601327,0.04618497,0.04601327
0.04597096,0.046,0.046
0.04594651,0.04594689,0.04594689
0.04592003,0.0459465,0.0459465
0.0458982,0.0459,0.0459
0.04589379,0.0459,0.0459
0.0459,0.04594649,0.04594649
0.0459,0.04594649,0.04594649
0.04589056,0.04594649,0.04589058
0.04580001,0.04594648,0.04594649
0.04594648,0.04594649,0.04594649
0.04583506,0.04594649,0.04594649
0.04588584,0.04594649,0.04586573
0.04587825,0.04594639,0.04584
0.04582005,0.04584,0.04584
0.04584001,0.04594639,0.04584001
0.04586,0.04594647,0.04594647
0.04594639,0.04594647,0.04586
0.04594411,0.04594639,0.04594639
0.0459464,0.04594647,0.04586
0.04594519,0.04594639,0.0459464
0.04587,0.04589339,0.04589339
0.04589339,0.04594461,0.04589339
0.04586,0.04589339,0.04589339
0.04589339,0.045946,0.045946
0.04587001,0.04589,0.04589
0.04585289,0.04589,0.04589
0.04585,0.04589,0.04585
0.04584,0.04587001,0.04587001
0.04583,0.04584001,0.04584001
0.04584001,0.04587,0.04584001
0.04584001,0.045869,0.04584001
0.04584001,0.04587,0.04587
0.04584001,0.04587,0.04587
0.04584001,0.04587,0.04587
0.045855,0.04587,0.04587
0.04585,0.04587,0.04587
0.04585,0.04587,0.04587
0.04584001,0.04585,0.04585
0.04583018,0.04584,0.04584
0.04583018,0.04583999,0.04583999
0.04583018,0.04583999,0.04583999
0.04582414,0.04583018,0.04583018
0.04581969,0.04583999,0.04583999
0.04580001,0.04583999,0.04583999
0.04580003,0.04583999,0.04583999
0.04585,0.04589,0.04585
0.04583999,0.04585,0.04585
0.04584,0.04585,0.04585
0.04585,0.04599999,0.04585
0.04585,0.04599999,0.04585
0.04585,0.04599998,0.04585
0.04585,0.04599998,0.04585
0.04585,0.04599998,0.04599998
0.04585,0.04599988,0.04585
0.04585,0.04599988,0.04599988
0.04585,0.04599997,0.04585
0.04585,0.04599987,0.04585
0.04585,0.0459904,0.04585
0.04599,0.0459904,0.04585
0.04585,0.045995,0.04585
0.04583999,0.04585,0.04585
0.04583999,0.046067,0.04611
0.04580004,0.045802,0.045995
0.0458,0.04609993,0.0458
0.0458,0.04607166,0.0459951
0.0458,0.04580009,0.04580009
0.0458,0.04580009,0.0458
0.0458,0.04580009,0.04580009
0.0458,0.04580009,0.04580009
0.04578985,0.0458,0.0458
0.04576262,0.0458,0.0458
0.04571228,0.0458,0.04571228
0.0457,0.04576262,0.0458
0.04565001,0.04569996,0.04565001
0.0457,0.0457354,0.04579999
0.0457354,0.04578,0.04579999
0.0457,0.04578,0.0457999
0.0457,0.04578,0.04578
0.0457001,0.04577997,0.04577997
0.0457001,0.04577997,0.0457001
0.04565,0.04570009,0.04565
0.04573544,0.04577997,0.04577997
0.04577997,0.04578,0.04578
0.04573544,0.04577994,0.04577994
0.0456654,0.04573544,0.04567102
0.0457,0.04572093,0.04572093
0.0457209,0.04572093,0.04572093
0.04572093,0.04577999,0.04577999
0.0457209,0.04578,0.04578
0.04580001,0.04580009,0.0458
0.0457209,0.04578,0.04578
0.0458001,0.04594629,0.04594629
0.04578,0.0458,0.04578
0.0458,0.04594628,0.04594628
0.04578,0.04594627,0.04578
0.0459,0.04594628,0.0459
0.04585,0.04594616,0.04584627
0.04594627,0.046,0.04594627
0.04585001,0.04601197,0.04601197
0.04601197,0.04612761,0.04601197
0.04609088,0.04620982,0.04609088
0.04594628,0.04601197,0.04594628
0.04601197,0.04618271,0.04601197
0.04605649,0.0461,0.04618269
0.0461,0.04619991,0.04619992
0.0460929,0.04619989,0.04611
0.0460929,0.04619989,0.0460929
0.04609293,0.04619088,0.0460929
0.04619088,0.04619988,0.04619088
0.04619089,0.04619988,0.04619089
0.04619088,0.04619988,0.04619088
0.0460929,0.04619088,0.0460929
0.0460929,0.04619089,0.0460929
0.0460929,0.04619088,0.04619088
0.0460929,0.04609642,0.04619085
0.0460929,0.04617999,0.04617999
0.0460929,0.04611758,0.0460929
0.0460929,0.04611758,0.0460929
0.04609291,0.04618,0.04618
0.04609291,0.04617999,0.04609291
0.04609291,0.04617997,0.04617997
0.04609291,0.04617995,0.04617996
0.04609291,0.04617992,0.04617992
0.0460929,0.04609291,0.04609291
0.0460929,0.0461753,0.0460929
0.04606987,0.046164,0.046164
0.04606987,0.04616399,0.04616399
0.04606988,0.04611841,0.04606988
0.046071,0.04611838,0.04611841
0.046071,0.04609995,0.04609996
0.046071,0.0461,0.046071
0.0461,0.04616399,0.0461
0.0461,0.0461753,0.04616399
0.0461,0.04618,0.04617999
0.0461,0.04616399,0.0461
0.04611,0.04616399,0.04616399
0.04610002,0.04617999,0.04617999
0.04607201,0.04609998,0.04607201
0.04609998,0.0461,0.04609998
0.046071,0.04607201,0.046071
0.04607101,0.0460722,0.046071
0.046071,0.0461,0.046071
0.046071,0.0460722,0.046071
0.0461,0.04610019,0.046164
0.0461,0.04615999,0.0461
0.0461,0.04616,0.04615999
0.0461,0.04615997,0.046164
0.046071,0.04615998,0.046071
0.046071,0.0461,0.0461
0.046071,0.04609,0.046071
0.0460722,0.0461,0.0460722
0.046071,0.0461,0.0461
0.046071,0.0461,0.046071
0.046071,0.0461,0.0461
0.046071,0.04609839,0.046071
0.046071,0.04609839,0.046071
0.0460818,0.04609839,0.046071
0.0460818,0.04609839,0.0460818
0.0460818,0.04609839,0.04609839
0.046071,0.04609838,0.046071
0.0460818,0.04609838,0.04609838
0.0460818,0.0460983,0.0460818
0.0460818,0.0460983,0.0460983
0.046071,0.0460983,0.04609839
0.046071,0.0460982,0.046071
0.046071,0.0460982,0.046071
0.04607,0.046071,0.046071
0.046064,0.046071,0.046064
0.046064,0.04607,0.046064
0.04605649,0.046064,0.046064
0.04605649,0.04607,0.04605649
0.04605649,0.046064,0.046064
0.04605649,0.046071,0.046071
0.04605649,0.04607099,0.04607099
0.04605649,0.04607099,0.04607099
0.046071,0.0461,0.0461
0.04605649,0.04616,0.04605649
0.04604315,0.04605,0.04605
0.0460502,0.04616,0.04616
0.04615,0.04616,0.04616
0.04607,0.04618,0.04618
0.04608001,0.04618,0.04608001
0.04610002,0.04617999,0.04617999
0.04610001,0.04617998,0.04617999
0.04609001,0.04617998,0.04609001
0.04610001,0.04617997,0.04610001
0.04612001,0.04618,0.04618
0.04612002,0.04617,0.04612001
0.04614001,0.04617,0.04617
0.04617,0.04619004,0.04619004
0.04618,0.04619088,0.04619088
0.04618,0.04619087,0.04618
0.04618,0.04621951,0.04621951
0.04621951,0.04623989,0.04623989
0.04619087,0.04623989,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04619087
0.04623989,0.0462399,0.04623989
0.04622078,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.0462399
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.04623989
0.04623989,0.0462399,0.0462399
0.0462872,0.0463527,0.0462399
0.0462872,0.04635269,0.0462872
0.0462872,0.04635267,0.04635267
0.0462872,0.04635266,0.0462872
0.0462872,0.04635266,0.0462872
0.04619097,0.04628721,0.04628721
0.04619097,0.04628721,0.04628721
0.04611391,0.04628718,0.04628718
0.04612003,0.04637504,0.04637504
0.04628718,0.04637503,0.04637504
0.0463,0.04637503,0.0463
0.0463,0.04637503,0.0463
0.04635,0.04637502,0.04637502
0.04635,0.04637503,0.04637503
0.0463,0.046315,0.046315
0.046315,0.04637503,0.046315
0.04628718,0.046315,0.04628718
0.04628718,0.0463,0.0463
0.04610675,0.04628718,0.04608
0.04610685,0.046293,0.046293
0.04610685,0.04629299,0.046293
0.04610685,0.0462,0.0462
0.0462,0.046283,0.046283
0.0462,0.046283,0.0462
0.0462,0.046283,0.0462
0.0462,0.04629296,0.04629299
0.04629298,0.04629299,0.04629299
0.0462,0.04629299,0.046283
0.0462,0.04629298,0.046283
0.0462,0.046292,0.04629298
0.0462,0.046288,0.0462
0.0462,0.046288,0.0462
0.04610685,0.046287,0.0462
0.04610685,0.0462,0.0462
0.0461,0.0462,0.0462
0.04601197,0.0461,0.04601197
0.0461001,0.0462,0.0462
0.0461001,0.04619,0.046199
0.04603001,0.04605814,0.04605814
0.0461,0.046189,0.046189
0.046189,0.04619,0.046189
0.0461889,0.046189,0.046189
0.0461889,0.04618898,0.0461889
0.04603001,0.04610001,0.04610001
0.04610001,0.0461889,0.0461889
0.04610002,0.04618889,0.0461889
0.04618889,0.0461889,0.0461889
0.04618889,0.0461889,0.0461889
0.04616,0.046188,0.0461889
0.04616,0.046188,0.0461889
0.04616,0.046188,0.046188
0.04610002,0.04610004,0.04610004
0.04605,0.04610004,0.04610004
0.04605001,0.04610004,0.04605001
0.04605001,0.046188,0.04605001
0.04605001,0.04618698,0.04605001
0.04608001,0.04618698,0.04618698
0.04605001,0.04618,0.04618
0.04605001,0.04618,0.04605001
0.04605003,0.04617999,0.04605002
0.04606,0.046175,0.04606
0.0461,0.046174,0.046174
0.04610001,0.04618592,0.04618592
0.04618593,0.04618697,0.04618593
0.04618593,0.04618697,0.04618593
0.04618593,0.046189,0.04618593
0.04619859,0.046199,0.046189
0.04618593,0.04619859,0.04619859
0.04618593,0.0462,0.04618593
0.04618593,0.0462,0.04618593
0.04618593,0.0462,0.04618593
0.04618593,0.04619999,0.04618593
0.04618594,0.04619999,0.04618594
0.04618594,0.04619999,0.04618594
0.04618594,0.04619999,0.04618594
0.04618594,0.04619859,0.04618594
0.04618594,0.04619859,0.04618594
